num,text,pos,aspect_tag,polarity
s_6,.,PUNCT,NAT,0
s_7,Nevertheless,ADV,NAT,0
s_7,the,DET,NAT,0
s_7,food,NOUN,AT,1
s_7,itself,PRON,NAT,0
s_7,is,AUX,NAT,0
s_7,pretty,ADV,NAT,0
s_7,good,ADJ,NAT,0
s_7,.,PUNCT,NAT,0
s_8,They,PRON,NAT,0
s_8,did,AUX,NAT,0
s_8,not,PART,NAT,0
s_8,have,VERB,NAT,0
s_8,mayonnaise,NOUN,AT,-1
s_8,",",PUNCT,NAT,0
s_8,forgot,VERB,NAT,0
s_8,our,PRON,NAT,0
s_8,toast,NOUN,AT,-1
s_8,",",PUNCT,NAT,0
s_8,left,VERB,NAT,0
s_8,out,ADP,NAT,0
s_8,ingredients,NOUN,AT,-1
s_8,(,PUNCT,NAT,0
s_8,ie,X,NAT,0
s_8,cheese,NOUN,AT,0
s_8,in,ADP,NAT,0
s_8,an,DET,NAT,0
s_8,omelet,NOUN,AT,0
s_8,),PUNCT,NAT,0
s_8,",",PUNCT,NAT,0
s_8,below,ADP,NAT,0
s_8,hot,ADJ,NAT,0
s_8,temperatures,NOUN,NAT,0
s_8,and,CCONJ,NAT,0
s_8,the,DET,NAT,0
s_8,bacon,NOUN,AT,-1
s_8,was,AUX,NAT,0
s_8,so,ADV,NAT,0
s_8,over,ADV,NAT,0
s_8,cooked,VERB,NAT,0
s_8,it,PRON,NAT,0
s_8,crumbled,VERB,NAT,0
s_8,on,ADP,NAT,0
s_8,the,DET,NAT,0
s_8,plate,NOUN,AT,0
s_8,when,SCONJ,NAT,0
s_8,you,PRON,NAT,0
s_8,touched,VERB,NAT,0
s_8,it,PRON,NAT,0
s_8,.,PUNCT,NAT,0
s_9,It,PRON,NAT,0
s_9,took,VERB,NAT,0
s_9,half,DET,NAT,0
s_9,an,DET,NAT,0
s_9,hour,NOUN,NAT,0
s_9,to,PART,NAT,0
s_9,get,VERB,NAT,0
s_9,our,PRON,NAT,0
s_9,check,NOUN,AT,0
s_9,",",PUNCT,NAT,0
s_9,which,PRON,NAT,0
s_9,was,AUX,NAT,0
s_9,perfect,ADJ,NAT,0
s_9,since,SCONJ,NAT,0
s_9,we,PRON,NAT,0
s_9,could,AUX,NAT,0
s_9,sit,VERB,NAT,0
s_9,",",PUNCT,NAT,0
s_9,have,VERB,NAT,0
s_9,drinks,NOUN,AT,0
s_9,and,CCONJ,NAT,0
s_9,talk,VERB,NAT,0
s_9,!,PUNCT,NAT,0
s_10,The,DET,NAT,0
s_10,design,NOUN,AT,1
s_10,and,CCONJ,NAT,0
s_10,atmosphere,NOUN,AT,1
s_10,is,AUX,NAT,0
s_10,just,ADV,NAT,0
s_10,as,ADV,NAT,0
s_10,good,ADJ,NAT,0
s_10,.,PUNCT,NAT,0
s_11,He,PRON,NAT,0
s_11,has,AUX,NAT,0
s_11,visited,VERB,NAT,0
s_11,Thailand,PROPN,NAT,0
s_11,and,CCONJ,NAT,0
s_11,is,AUX,NAT,0
s_11,quite,ADV,NAT,0
s_11,expert,ADJ,NAT,0
s_11,on,ADP,NAT,0
s_11,the,DET,NAT,0
s_11,cuisine,NOUN,AT,1
s_11,.,PUNCT,NAT,0
s_12,The,DET,NAT,0
s_12,pizza,NOUN,AT,1
s_12,is,AUX,NAT,0
s_12,the,DET,NAT,0
s_12,best,ADJ,NAT,0
s_12,if,SCONJ,NAT,0
s_12,you,PRON,NAT,0
s_12,like,VERB,NAT,0
s_12,thin,ADJ,AT,0
s_12,crusted,VERB,AT,0
s_12,pizza,NOUN,AT,0
s_12,.,PUNCT,NAT,0
s_13,All,DET,NAT,0
s_13,the,DET,NAT,0
s_13,money,NOUN,NAT,0
s_13,went,VERB,NAT,0
s_13,into,ADP,NAT,0
s_13,the,DET,NAT,0
s_13,interior,ADJ,AT,1
s_13,decoration,NOUN,AT,1
s_13,",",PUNCT,NAT,0
s_13,none,NOUN,NAT,0
s_13,of,ADP,NAT,0
s_13,it,PRON,NAT,0
s_13,went,VERB,NAT,0
s_13,to,ADP,NAT,0
s_13,the,DET,NAT,0
s_13,chefs,NOUN,AT,-1
s_13,.,PUNCT,NAT,0
s_14,The,DET,NAT,0
s_14,seats,NOUN,AT,-1
s_14,are,AUX,NAT,0
s_14,uncomfortable,ADJ,NAT,0
s_14,if,SCONJ,NAT,0
s_14,you,PRON,NAT,0
s_14,are,AUX,NAT,0
s_14,sitting,VERB,NAT,0
s_14,against,ADP,NAT,0
s_14,the,DET,NAT,0
s_14,wall,NOUN,NAT,0
s_14,on,ADP,NAT,0
s_14,wooden,ADJ,NAT,0
s_14,benches,NOUN,NAT,0
s_14,.,PUNCT,NAT,0
s_15,I,PRON,NAT,0
s_15,asked,VERB,NAT,0
s_15,for,ADP,NAT,0
s_15,seltzer,NOUN,AT,0
s_15,with,ADP,AT,0
s_15,lime,NOUN,AT,0
s_15,",",PUNCT,NAT,0
s_15,no,DET,NAT,0
s_15,ice,NOUN,NAT,0
s_15,.,PUNCT,NAT,0
s_16,Do,AUX,NAT,0
s_16,n't,PART,NAT,0
s_16,go,VERB,NAT,0
s_16,alone,ADV,NAT,0
s_16,---,PUNCT,NAT,0
s_16,even,ADV,NAT,0
s_16,two,NUM,NAT,0
s_16,people,NOUN,NAT,0
s_16,is,AUX,NAT,0
s_16,n't,PART,NAT,0
s_16,enough,ADJ,NAT,0
s_16,for,ADP,NAT,0
s_16,the,DET,NAT,0
s_16,whole,ADJ,NAT,0
s_16,experience,NOUN,NAT,0
s_16,",",PUNCT,NAT,0
s_16,with,ADP,NAT,0
s_16,pickles,NOUN,AT,1
s_16,and,CCONJ,NAT,0
s_16,a,DET,NAT,0
s_16,selection,NOUN,AT,1
s_16,of,ADP,AT,1
s_16,meats,NOUN,AT,1
s_16,and,CCONJ,AT,1
s_16,seafoods,NOUN,AT,1
s_16,.,PUNCT,NAT,0
s_17,My,PRON,NAT,0
s_17,suggestion,NOUN,NAT,0
s_17,is,AUX,NAT,0
s_17,to,PART,NAT,0
s_17,eat,VERB,AT,1
s_17,family,NOUN,AT,1
s_17,style,NOUN,AT,1
s_17,because,SCONJ,NAT,0
s_17,you,PRON,NAT,0
s_17,'ll,AUX,NAT,0
s_17,want,VERB,NAT,0
s_17,to,PART,NAT,0
s_17,try,VERB,NAT,0
s_17,the,DET,NAT,0
s_17,other,ADJ,NAT,0
s_17,dishes,NOUN,AT,0
s_17,.,PUNCT,NAT,0
s_18,Best,ADJ,NAT,0
s_18,of,ADP,NAT,0
s_18,all,PRON,NAT,0
s_18,is,AUX,NAT,0
s_18,the,DET,NAT,0
s_18,warm,ADJ,NAT,0
s_18,vibe,NOUN,AT,1
s_18,",",PUNCT,NAT,0
s_18,the,DET,NAT,0
s_18,owner,NOUN,AT,1
s_18,is,AUX,NAT,0
s_18,super,ADV,NAT,0
s_18,friendly,ADJ,NAT,0
s_18,and,CCONJ,NAT,0
s_18,service,NOUN,AT,1
s_18,is,AUX,NAT,0
s_18,fast,ADJ,NAT,0
s_18,.,PUNCT,NAT,0
s_19,Faan,PROPN,NAT,0
s_19,'s,PART,NAT,0
s_19,got,VERB,NAT,0
s_19,a,DET,NAT,0
s_19,great,ADJ,NAT,0
s_19,concept,NOUN,NAT,0
s_19,but,CCONJ,NAT,0
s_19,a,DET,NAT,0
s_19,little,ADJ,NAT,0
s_19,rough,ADJ,NAT,0
s_19,on,ADP,NAT,0
s_19,the,DET,NAT,0
s_19,delivery,NOUN,AT,-1
s_19,.,PUNCT,NAT,0
s_20,From,ADP,NAT,0
s_20,the,DET,NAT,0
s_20,incredible,ADJ,NAT,0
s_20,food,NOUN,AT,1
s_20,",",PUNCT,NAT,0
s_20,to,ADP,NAT,0
s_20,the,DET,NAT,0
s_20,warm,ADJ,NAT,0
s_20,atmosphere,NOUN,AT,1
s_20,",",PUNCT,NAT,0
s_20,to,ADP,NAT,0
s_20,the,DET,NAT,0
s_20,friendly,ADJ,NAT,0
s_20,service,NOUN,AT,1
s_20,",",PUNCT,NAT,0
s_20,this,DET,NAT,0
s_20,downtown,NOUN,NAT,0
s_20,neighborhood,NOUN,NAT,0
s_20,spot,NOUN,NAT,0
s_20,does,AUX,NAT,0
s_20,n't,PART,NAT,0
s_20,miss,VERB,NAT,0
s_20,a,DET,NAT,0
s_20,beat,NOUN,NAT,0
s_20,.,PUNCT,NAT,0
s_21,Great,ADJ,NAT,0
s_21,food,NOUN,AT,1
s_21,at,ADP,NAT,0
s_21,REASONABLE,ADJ,NAT,0
s_21,prices,NOUN,AT,1
s_21,",",PUNCT,NAT,0
s_21,makes,VERB,NAT,0
s_21,for,ADP,NAT,0
s_21,an,DET,NAT,0
s_21,evening,NOUN,NAT,0
s_21,that,PRON,NAT,0
s_21,ca,AUX,NAT,0
s_21,n't,PART,NAT,0
s_21,be,AUX,NAT,0
s_21,beat,VERB,NAT,0
s_21,!,PUNCT,NAT,0
s_22,this,DET,NAT,0
s_22,little,ADJ,NAT,0
s_22,place,NOUN,NAT,0
s_22,has,VERB,NAT,0
s_22,a,DET,NAT,0
s_22,cute,ADJ,NAT,0
s_22,interior,ADJ,AT,1
s_22,decor,NOUN,AT,1
s_22,and,CCONJ,NAT,0
s_22,affordable,ADJ,NAT,0
s_22,city,NOUN,NAT,0
s_22,prices,NOUN,AT,1
s_22,.,PUNCT,NAT,0
s_23,Two,NUM,NAT,0
s_23,words,NOUN,NAT,0
s_23,:,PUNCT,NAT,0
s_23,Free,ADJ,NAT,0
s_23,wine,NOUN,AT,1
s_23,.,PUNCT,NAT,0
s_24,The,DET,NAT,0
s_24,price,NOUN,AT,1
s_24,is,AUX,NAT,0
s_24,reasonable,ADJ,NAT,0
s_24,although,SCONJ,NAT,0
s_24,the,DET,NAT,0
s_24,service,NOUN,AT,-1
s_24,is,AUX,NAT,0
s_24,poor,ADJ,NAT,0
s_24,.,PUNCT,NAT,0
s_25,The,DET,NAT,0
s_25,quantity,NOUN,AT,1
s_25,is,AUX,NAT,0
s_25,also,ADV,NAT,0
s_25,very,ADV,NAT,0
s_25,good,ADJ,NAT,0
s_25,",",PUNCT,NAT,0
s_25,you,PRON,NAT,0
s_25,will,AUX,NAT,0
s_25,come,VERB,NAT,0
s_25,out,ADP,NAT,0
s_25,satisfied,ADJ,NAT,0
s_25,.,PUNCT,NAT,0
s_26,I,PRON,NAT,0
s_26,stumbled,VERB,NAT,0
s_26,upon,SCONJ,NAT,0
s_26,this,DET,NAT,0
s_26,second,ADJ,NAT,0
s_26,floor,NOUN,NAT,0
s_26,walk,NOUN,NAT,0
s_26,-,PUNCT,NAT,0
s_26,up,NOUN,NAT,0
s_26,two,NUM,NAT,0
s_26,Fridays,NOUN,NAT,0
s_26,ago,ADV,NAT,0
s_26,when,SCONJ,NAT,0
s_26,I,PRON,NAT,0
s_26,was,AUX,NAT,0
s_26,with,ADP,NAT,0
s_26,two,NUM,NAT,0
s_26,friends,NOUN,NAT,0
s_26,in,ADP,NAT,0
s_26,town,NOUN,NAT,0
s_26,from,ADP,NAT,0
s_26,L.A.,PROPN,NAT,0
s_26,Being,AUX,NAT,0
s_26,serious,ADJ,NAT,0
s_26,sushi,PROPN,AT,0
s_26,lovers,NOUN,NAT,0
s_26,",",PUNCT,NAT,0
s_26,we,PRON,NAT,0
s_26,sat,VERB,NAT,0
s_26,at,ADP,NAT,0
s_26,the,DET,NAT,0
s_26,sushi,PROPN,AT,0
s_26,bar,PROPN,AT,0
s_26,to,PART,NAT,0
s_26,be,AUX,NAT,0
s_26,closer,ADJ,NAT,0
s_26,to,ADP,NAT,0
s_26,the,DET,NAT,0
s_26,action,NOUN,NAT,0
s_26,.,PUNCT,NAT,0
s_27,The,DET,NAT,0
s_27,fried,VERB,AT,1
s_27,rice,NOUN,AT,1
s_27,is,AUX,NAT,0
s_27,amazing,ADJ,NAT,0
s_27,here,ADV,NAT,0
s_27,.,PUNCT,NAT,0
s_28,Three,NUM,NAT,0
s_28,courses,NOUN,AT,0
s_28,-,PUNCT,NAT,0
s_28,choices,NOUN,NAT,0
s_28,include,VERB,NAT,0
s_28,excellent,ADJ,NAT,0
s_28,mussels,NOUN,AT,1
s_28,",",PUNCT,NAT,0
s_28,puff,NOUN,AT,1
s_28,pastry,NOUN,AT,1
s_28,goat,VERB,AT,1
s_28,cheese,NOUN,AT,1
s_28,and,CCONJ,NAT,0
s_28,salad,VERB,AT,1
s_28,with,ADP,AT,1
s_28,a,DET,AT,1
s_28,delicious,ADJ,AT,1
s_28,dressing,NOUN,AT,1
s_28,",",PUNCT,NAT,0
s_28,and,CCONJ,NAT,0
s_28,a,DET,NAT,0
s_28,hanger,NOUN,AT,1
s_28,steak,NOUN,AT,1
s_28,au,ADP,AT,1
s_28,poivre,NOUN,AT,1
s_28,that,PRON,NAT,0
s_28,is,AUX,NAT,0
s_28,out,ADP,NAT,0
s_28,of,ADP,NAT,0
s_28,this,DET,NAT,0
s_28,world,NOUN,NAT,0
s_28,.,PUNCT,NAT,0
s_29,it,PRON,NAT,0
s_29,'s,AUX,NAT,0
s_29,a,DET,NAT,0
s_29,perfect,ADJ,NAT,0
s_29,place,NOUN,NAT,0
s_29,to,PART,NAT,0
s_29,have,VERB,NAT,0
s_29,a,DET,NAT,0
s_29,amanzing,VERB,NAT,0
s_29,indian,ADJ,AT,1
s_29,food,NOUN,AT,1
s_29,.,PUNCT,NAT,0
s_30,The,DET,NAT,0
s_30,place,NOUN,AT,1
s_30,is,AUX,NAT,0
s_30,so,ADV,NAT,0
s_30,cool,ADJ,NAT,0
s_30,and,CCONJ,NAT,0
s_30,the,DET,NAT,0
s_30,service,NOUN,AT,1
s_30,is,AUX,NAT,0
s_30,prompt,ADJ,NAT,0
s_30,and,CCONJ,NAT,0
s_30,curtious,ADJ,NAT,0
s_30,.,PUNCT,NAT,0
s_31,At,ADP,NAT,0
s_31,the,DET,NAT,0
s_31,end,NOUN,NAT,0
s_31,you,PRON,NAT,0
s_31,'re,AUX,NAT,0
s_31,left,VERB,NAT,0
s_31,with,ADP,NAT,0
s_31,a,DET,NAT,0
s_31,mild,ADJ,NAT,0
s_31,broth,NOUN,AT,1
s_31,with,ADP,AT,1
s_31,noodles,NOUN,AT,1
s_31,that,SCONJ,NAT,0
s_31,you,PRON,NAT,0
s_31,can,AUX,NAT,0
s_31,slurp,VERB,NAT,0
s_31,out,ADP,NAT,0
s_31,of,ADP,NAT,0
s_31,a,DET,NAT,0
s_31,cup,NOUN,NAT,0
s_31,.,PUNCT,NAT,0
s_32,I,PRON,NAT,0
s_32,just,ADV,NAT,0
s_32,wonder,VERB,NAT,0
s_32,how,SCONJ,NAT,0
s_32,you,PRON,NAT,0
s_32,can,AUX,NAT,0
s_32,have,VERB,NAT,0
s_32,such,DET,NAT,0
s_32,a,DET,NAT,0
s_32,delicious,ADJ,NAT,0
s_32,meal,NOUN,AT,1
s_32,for,ADP,NAT,0
s_32,such,ADJ,NAT,0
s_32,little,ADJ,NAT,0
s_32,money,NOUN,AT,1
s_32,.,PUNCT,NAT,0
s_33,The,DET,NAT,0
s_33,wine,NOUN,AT,1
s_33,list,NOUN,AT,1
s_33,is,AUX,NAT,0
s_33,excellent,ADJ,NAT,0
s_33,.,PUNCT,NAT,0
s_34,I,PRON,NAT,0
s_34,ve,AUX,NAT,0
s_34,been,AUX,NAT,0
s_34,to,ADP,NAT,0
s_34,many,ADJ,NAT,0
s_34,Thai,ADJ,NAT,0
s_34,restaurants,NOUN,NAT,0
s_34,in,ADP,NAT,0
s_34,Manhattan,PROPN,NAT,0
s_34,before,ADV,NAT,0
s_34,",",PUNCT,NAT,0
s_34,and,CCONJ,NAT,0
s_34,Toons,PROPN,NAT,0
s_34,is,AUX,NAT,0
s_34,by,ADP,NAT,0
s_34,far,ADV,NAT,0
s_34,the,DET,NAT,0
s_34,best,ADJ,NAT,0
s_34,Thai,ADJ,AT,1
s_34,food,NOUN,AT,1
s_34,I,PRON,NAT,0
s_34,ve,AUX,NAT,0
s_34,had,VERB,NAT,0
s_34,(,PUNCT,NAT,0
s_34,except,SCONJ,NAT,0
s_34,for,ADP,NAT,0
s_34,my,PRON,NAT,0
s_34,mom,NOUN,NAT,0
s_34,'s,AUX,NAT,0
s_34,of,ADP,NAT,0
s_34,course,NOUN,NAT,0
s_34,),PUNCT,NAT,0
s_34,.,PUNCT,NAT,0
s_35,They,PRON,NAT,0
s_35,would,AUX,NAT,0
s_35,nt,PART,NAT,0
s_35,even,ADV,NAT,0
s_35,let,VERB,NAT,0
s_35,me,PRON,NAT,0
s_35,finish,VERB,NAT,0
s_35,my,PRON,NAT,0
s_35,glass,NOUN,AT,0
s_35,of,ADP,AT,0
s_35,wine,NOUN,AT,0
s_35,before,ADP,NAT,0
s_35,offering,VERB,NAT,0
s_35,another,PRON,NAT,0
s_35,.,PUNCT,NAT,0
s_36,Whem,PROPN,NAT,0
s_36,asked,VERB,NAT,0
s_36,",",PUNCT,NAT,0
s_36,we,PRON,NAT,0
s_36,had,VERB,NAT,0
s_36,to,PART,NAT,0
s_36,ask,VERB,NAT,0
s_36,more,ADV,NAT,0
s_36,detailed,ADJ,NAT,0
s_36,questions,NOUN,NAT,0
s_36,so,SCONJ,NAT,0
s_36,that,SCONJ,NAT,0
s_36,we,PRON,NAT,0
s_36,knew,VERB,NAT,0
s_36,what,PRON,NAT,0
s_36,the,DET,NAT,0
s_36,specials,NOUN,AT,0
s_36,were,AUX,NAT,0
s_36,.,PUNCT,NAT,0
s_37,This,PRON,NAT,0
s_37,is,AUX,NAT,0
s_37,a,DET,NAT,0
s_37,consistently,ADV,NAT,0
s_37,great,ADJ,NAT,0
s_37,place,NOUN,NAT,0
s_37,to,PART,NAT,0
s_37,dine,VERB,AT,1
s_37,for,ADP,NAT,0
s_37,lunch,NOUN,AT,0
s_37,or,CCONJ,NAT,0
s_37,dinner,NOUN,AT,0
s_37,.,PUNCT,NAT,0
s_38,Nice,ADJ,NAT,0
s_38,atmosphere,NOUN,AT,1
s_38,",",PUNCT,NAT,0
s_38,the,DET,NAT,0
s_38,service,NOUN,AT,1
s_38,was,AUX,NAT,0
s_38,very,ADV,NAT,0
s_38,pleasant,ADJ,NAT,0
s_38,and,CCONJ,NAT,0
s_38,the,DET,NAT,0
s_38,desert,NOUN,AT,1
s_38,was,AUX,NAT,0
s_38,good,ADJ,NAT,0
s_38,.,PUNCT,NAT,0
s_39,After,ADP,NAT,0
s_39,really,ADV,NAT,0
s_39,enjoying,VERB,NAT,0
s_39,ourselves,PRON,NAT,0
s_39,at,ADP,NAT,0
s_39,the,DET,NAT,0
s_39,bar,NOUN,AT,1
s_39,we,PRON,NAT,0
s_39,sat,VERB,NAT,0
s_39,down,ADP,NAT,0
s_39,at,ADP,NAT,0
s_39,a,DET,NAT,0
s_39,table,NOUN,AT,0
s_39,and,CCONJ,NAT,0
s_39,had,VERB,NAT,0
s_39,dinner,NOUN,AT,0
s_39,.,PUNCT,NAT,0
s_40,Fabulous,ADJ,NAT,0
s_40,service,NOUN,AT,1
s_40,",",PUNCT,NAT,0
s_40,fantastic,ADJ,NAT,0
s_40,food,NOUN,AT,1
s_40,",",PUNCT,NAT,0
s_40,and,CCONJ,NAT,0
s_40,a,DET,NAT,0
s_40,chilled,VERB,NAT,0
s_40,out,ADP,NAT,0
s_40,atmosphere,NOUN,AT,1
s_40,and,CCONJ,NAT,0
s_40,environment,NOUN,AT,1
s_40,.,PUNCT,NAT,0
s_41,Try,VERB,NAT,0
s_41,the,DET,NAT,0
s_41,lasagnette,PROPN,AT,1
s_41,appetizer,PROPN,AT,1
s_41,.,PUNCT,NAT,0
s_42,I,PRON,NAT,0
s_42,liked,VERB,NAT,0
s_42,the,DET,NAT,0
s_42,beer,NOUN,AT,1
s_42,selection,NOUN,AT,1
s_42,!,PUNCT,NAT,0
s_43,Great,ADJ,NAT,0
s_43,food,NOUN,AT,1
s_43,",",PUNCT,NAT,0
s_43,good,ADJ,NAT,0
s_43,size,NOUN,NAT,0
s_43,menu,NOUN,AT,1
s_43,",",PUNCT,NAT,0
s_43,great,ADJ,NAT,0
s_43,service,NOUN,AT,1
s_43,and,CCONJ,NAT,0
s_43,an,DET,NAT,0
s_43,unpretensious,ADJ,NAT,0
s_43,setting,NOUN,AT,1
s_43,.,PUNCT,NAT,0
s_44,Go,VERB,NAT,0
s_44,here,ADV,NAT,0
s_44,for,ADP,NAT,0
s_44,a,DET,NAT,0
s_44,romantic,ADJ,NAT,0
s_44,dinner,NOUN,AT,1
s_44,but,CCONJ,NAT,0
s_44,not,PART,NAT,0
s_44,for,ADP,NAT,0
s_44,an,DET,NAT,0
s_44,all,ADV,NAT,0
s_44,out,ADV,NAT,0
s_44,wow,INTJ,NAT,0
s_44,dining,NOUN,AT,1
s_44,experience,NOUN,NAT,0
s_44,.,PUNCT,NAT,0
s_45,I,PRON,NAT,0
s_45,grew,VERB,NAT,0
s_45,up,ADP,NAT,0
s_45,eating,VERB,NAT,0
s_45,Dosa,PROPN,AT,0
s_45,and,CCONJ,NAT,0
s_45,have,VERB,NAT,0
s_45,yet,ADV,NAT,0
s_45,to,PART,NAT,0
s_45,find,VERB,NAT,0
s_45,a,DET,NAT,0
s_45,place,NOUN,NAT,0
s_45,in,ADP,NAT,0
s_45,NY,PROPN,NAT,0
s_45,to,PART,NAT,0
s_45,satisfy,VERB,NAT,0
s_45,my,PRON,NAT,0
s_45,taste,NOUN,NAT,0
s_45,buds,NOUN,NAT,0
s_45,.,PUNCT,NAT,0
s_46,Wine,NOUN,AT,1
s_46,list,NOUN,AT,1
s_46,selection,NOUN,AT,1
s_46,is,AUX,NAT,0
s_46,good,ADJ,NAT,0
s_46,and,CCONJ,NAT,0
s_46,wine,NOUN,AT,1
s_46,-,PUNCT,AT,1
s_46,by,ADP,AT,1
s_46,-,PUNCT,AT,1
s_46,the,DET,AT,1
s_46,-,PUNCT,AT,1
s_46,glass,NOUN,AT,1
s_46,was,AUX,NAT,0
s_46,generously,ADV,NAT,0
s_46,filled,VERB,NAT,0
s_46,to,ADP,NAT,0
s_46,the,DET,NAT,0
s_46,top,NOUN,NAT,0
s_46,.,PUNCT,NAT,0
s_47,With,ADP,NAT,0
s_47,the,DET,NAT,0
s_47,great,ADJ,NAT,0
s_47,variety,NOUN,NAT,0
s_47,on,ADP,NAT,0
s_47,the,DET,NAT,0
s_47,menu,NOUN,AT,1
s_47,",",PUNCT,NAT,0
s_47,I,PRON,NAT,0
s_47,eat,VERB,NAT,0
s_47,here,ADV,NAT,0
s_47,often,ADV,NAT,0
s_47,and,CCONJ,NAT,0
s_47,never,ADV,NAT,0
s_47,get,VERB,NAT,0
s_47,bored,ADJ,NAT,0
s_47,.,PUNCT,NAT,0
s_48,The,DET,NAT,0
s_48,menu,NOUN,AT,-1
s_48,is,AUX,NAT,0
s_48,very,ADV,NAT,0
s_48,limited,ADJ,NAT,0
s_48,-,PUNCT,NAT,0
s_48,i,PRON,NAT,0
s_48,think,VERB,NAT,0
s_48,we,PRON,NAT,0
s_48,counted,VERB,NAT,0
s_48,4,NUM,NAT,0
s_48,or,CCONJ,NAT,0
s_48,5,NUM,NAT,0
s_48,entrees,NOUN,AT,-1
s_48,.,PUNCT,NAT,0
