business_name,business_index,review,user_id
Khansama Tandoori,khansama-tandoori-singapore,"Khansma delivers and it is oh so good, chicken tikka, samosas, lassis, tandoori Chicken, biryani rice all are so yummy.  Love being able to call up and have this delivered to my place.",bFEEyxqxXgAFEonGbiawkA
Khansama Tandoori,khansama-tandoori-singapore,"Made a walk down to little India and stopped at Khansama tandoori for a bite to eat with friends.   The butter chicken, lamb rogan josh, tandoori chicken, samosas, lamb boti kebab and chicken tikka masala were all amazing.   Also should point out it was the most reasonably priced meal we had all week and it was the best.   A couple Heineken and a curry.  Does it get much better than that.   Atmosphere was awesome sitting on the patio with all of the activity of the streets of little India around you.",B7SDhAA7ed5yoRpJrtvs2A
Khansama Tandoori,khansama-tandoori-singapore,"Food was good and price was not bad.We ordered 2x naan, vegetable samosa, tikki, butter chicken, and mutton masala, and it was just below $50.Butter chicken was a bit too sweet and masala was a bit too salty and naan came in cold though.Overall Verdict: 4Taste: 4Amount: 3Price: 4Atmosphere: 3",flSaZwD9S3J-fKdaOzQ12Q
Khansama Tandoori,khansama-tandoori-singapore,"We had the samosa, butter chicken sauce, garlic naan and butter roti and everything was delicious. The decor is pretty traditional with givers crowd.",o7oSgqGh8nIcNdjSwZF3qA
Khansama Tandoori,khansama-tandoori-singapore,"Upon searching Yelp for a good Indian restaurant in the area, the family and I stumbled upon this place! And boy, what a great find on a Thursday night! Amazingly flavorful, perfect amount of spice, and so much bang for your buck. I highly recommend this place to anyone craving solid northern Indian food in the area and beyond. Highlights included the mixed vegetable pakora, prawn masala, chicken tikka, and the heavenly crispy/buttery/light butter naan!",-FBlM0Ob214xhPEJNFa0Dw
Khansama Tandoori,khansama-tandoori-singapore,"Mom and I went in for an early dinner while here in Singapore...we were seriously craving some good Indian food. Well, we found it! The Kahali Prawns and Curry Chicken were delicious. Perfectly spiced, good sized portions. The naan bread was good too. The server, however was not very friendly at all. No smiles, had to flag him down constantly. But maybe after our week in the land of smiles, Thailand, it was more noticable lol!",Yp0Q3dcGDnilHXVe74rY9Q
Khansama Tandoori,khansama-tandoori-singapore,"Unattentive, on the verge of being rude, but that might just be their regular everyday attitude.  Aside from that, really good food.",Ha-MAYCH6T3dEzdMjr5U2g
Khansama Tandoori,khansama-tandoori-singapore,"Easy to find and well worth the trip to Little India. Food is delicious. I had butter chicken, which was yummy and had the right amount of spice. Should've skipped the rice. The naan is fabulous!",vqiwgaoEm3p9Io_-SA5q1Q
Khansama Tandoori,khansama-tandoori-singapore,This place is popular among tourists and has really great paneer dishes. 10/10 would visit again!,kK8S1kl39AmyIrPjFR-aQg
Khansama Tandoori,khansama-tandoori-singapore,"Fantastic Restaurant, in almost every way. We stopped in here after some Diwali shopping and were happy to escape the heat and crowds by heading upstairs to the air conditioned dining room.",_DDTeIubkh7QcgMQgcVn6A
The Coconut Club,the-coconut-club-singapore,"Lunching at @thecoconutclubsgChicken Leg Nasi Lemak (S$14.80++)Served with a serving of coconut rice, anchovies, peanut, cucumber, fried egg, and sambal.The rice was yummy. I can just eat it with rich spicy sambal!Assam Pedas (S$15.80++)Snapper braised in tangy & spicy brothLove the tangy sauce, plus the freshness of the fish.Cendol (S$4.10++)Mung bean jellies toppings with shaved ice , palm sugar, coconut milk, and a dash of evaporated milkTopup S$1.20++ for red beanAlthough I was quite full when I started on this dessert but I finished it easily. It was so creamy and fresh. I wish the coconut milk used for this dish was available for sale. The green jelly strips were smooth and soft. Non of those hard factory made texture.Kuih Platter (S$5.60++)Assortment of freshly-made Malay and Nyonya Cake So soft and yummy delicious.Get 10% discount for OCBC credit card holder with minimum S$20 purchase. Promotion valid till 29 August 2020. Not valid for delivery and online orders.The Coconut ClubAddress  : 28 Ann Siang Road, Singapore  069 708Tel  : 6635 2999Open  : Mon - Sun : 11am - 3pmMon - Sat : 6pm - 9.30pmWebsite  : thecoconutclub.sgMRT  : Chinatown (NE4/ DT19)Note  : strictly no pork nor lard, all ingredients are halal sourced",2F38Uc4UNNbFVdyUUnBjOA
The Coconut Club,the-coconut-club-singapore,"coconut club nasi lemak - still good but somehow the portion and standard has dropped. this trip, it was the iga bakar (chargrilled twice cooked beef short ribs) that shone. fall off the bone meat and super delicious when eaten with sambal hijau and sambal belajo. order that. the bbq stingray was ok-ish if you need another dish to make up a meal.",K4ZeG8WAPfTS1AjD5GoJTw
The Coconut Club,the-coconut-club-singapore,"When I come to Singapore the thing I crave isn't chicken rice, chili crab, or carrot cake. What I want is a fragrant bowl of coconut rice, a nice fried chicken leg and nasi lemak.  The coconut club delivers a real solid nasi lemak and is definitively worth the wait and the small premium price you pay (12.8 SGD), which is only expensive if you compare to a hawker stall. Food: 4.25 starsService/environment: 4 stars Value: 4.5 starsOverall: 4.25 starsRecommendations: ""the basic"" nasi lemak, cendol with the read beanThe nasi lemak here hits all the notes that I'm looking for. The chicken has a crispy skin is nice and moist, the rice has a light coconut flavor to it and, and the mix of fried fish/nuts give some nice added texture and crunch. I have never had cendol before and I'm happy to try it here for the first time. It was really delicious and is a must if you are a coconut fan. The shaved ice is super flavorful and has hints of sweet coconut and coffee. (Highly recommed)",i-PdP5aXeLGG-Bmg1Wd0KQ
The Coconut Club,the-coconut-club-singapore,"Nasi lemak is the way to go. Yes, you should end your meal with some chendol, but you are missing out if you don't enjoy the nasi lemak.When you walk in, the open and bright interior welcomes you. The menu is simple and classic. The establishment is modern and trendy. The combination of the two creates this fun, casual, and nostalgic dining experience. Overall, this is a great place to unwind after a long day, catch up with some friends, or as the first stop of your incredible night.",cbzM6kE426dOaTvj9NPqww
The Coconut Club,the-coconut-club-singapore,"Hands down, the best nasi lemak in Singapore. Fresh and fragrant coconut rice, spicy sambal, lightly spiced fried chicken... There is really nothing more to say.",BAzdUgLdVCJGQTJ4YfZnpA
The Coconut Club,the-coconut-club-singapore,"We spent our day and a half in Singapore going from one place to another: eating, eating, and eating some more. The Coconut Club was recommended by his friend and it was near where we were staying so it was a no brainer for our food itinerary.We showed up a few minutes before opening time and were one of the first to get seated. This place is known for its nasi lemak and so naturally, that's what we ordered. It was divine. It looks so simple on the plate but all the components complemented each other. Based on Yelp, we thought that The Coconut Club would be cash only but that is not the case at all. They accepted all major credit cards, which prevented us from having to run to the ATM.",2HchhLgGj16aITZGVy0hqA
The Coconut Club,the-coconut-club-singapore,"I must be slacking. This must be my 4th if not my 5th time back at at The Coconut Club for lunch and I have not written a review for it. Maybe subconsciously I don't want to share this place with others. :-)Very popular place for lunch in An Siang Hill. The owner is meticulous about his source of coconut and that is clear when you taste the nasi lemak.  Menu is really simple. One main dish of nasi lemak with 2 pcs of chicken (breast or leg aka light or dark), peanuts, fried anchovies, fried egg sunny side up, crunchy cucumber slices and a spoonful of sambal chili.  Besides the main dish, there are lots of sides like otah and sotong(squid). The main dish is big and I hardly have space for the sides. A good plate of nasi lemak must be fragrant with coconut without tasting like you are eating coconut. Nasi lemak at TCC is very good. I love the chicken pieces. So tender and deliciously marinated with ginger and other spices. Every little side items are fine so well. The ikan bilis (fried anchovies) is crispy. The peanuts are just the right size. Only one thing I'm unhappy about. The side of the plate is too shallow. I kept pushing my food out onto the table. Maybe that's just me. Lots of drinks of local flavors to choose from. Homemade calamansi (lime), homemade barley, bandung (rose syrup with evaporated milk) etc. For dessert try the chendol. It is made with palm sugar and coconut milk. You can have it with it without red beans. Go for the red beans. Today they had a special coconut jelly dessert that is so beautifully done. Looks simple but tasted complex. The jelly is smooth not like agar agar. The coconut meat gave it a nice texture. Small dish big taste (of coconut of course)Definitely a place to visit but be here around 1130-1145. Past that it will fill up and if you have a party of 6, be ready to wait at least 30 minutes.",Gh6sagblKhuMpWUDWeQjNg
The Coconut Club,the-coconut-club-singapore,"Excellent hearty brunch! Their signature dish, nasi lemak, was on point. Perfectly cooked egg, coconut rice, crispy and juicy chicken with nice selection of sides. Spice up how you like. Also choose from light or dark meat.We also tried the steamed fish cake which was not to our liking. Mackerel in what tasted like a fishy curry sauce, would not order again. Should have tried the shave ice dish everyone was raving over.Worth the wait for a tasty meal!",gs1HAp_sImvHS_yCfySaKQ
The Coconut Club,the-coconut-club-singapore,"Located in Chinatown not far from the CBD. You have to come here for The Basic - a local Peranakan specialty with coconut rice, chicken, an egg and spices. Also, do not skip dessert - the cendol is a coconut shaved ice with palm sugar on top, so refreshing and not very sweet. There might be a wait but it's worth it.",vHm25rFto4JfMDxhU3u4XA
The Coconut Club,the-coconut-club-singapore,"Had the Nasi Lemak based off a review I read on a blog. SO glad we went and that is what I ordered. We also had a spicy clam dish and that was equally as tasty. Not like eating at a hawker center, which was a nice break from our food explorations. There was a decent line to wait, but it was 100% worth it.The space was beautiful, and the service was friendly and quite speedy. It was very busy inside so we shared a table with another couple that we did not know. Not expected, but didn't hurt our experience at all.",_P6cFtou-HYukea6nEdkLA
The Coconut Club,the-coconut-club-singapore,"Hadn't realized the restaurant location had moved up the street; was walking in circles before being directed to the correct location. They are located at #26 (not #6), just a 2mins walk up the street. When we finally got to the restaurant, we were seated immediately (2 people at 6:45pm on Tuesday evening). The staff was friendly and approachable. Ordered the nasi Lemak and a side of the chicken satay. You can order your chicken as leg or breast. I went with leg. I enjoyed the meal. I've not had this dish before, so it's difficult to make any comparison. It's a classic dish you can find anywhere and at a cheaper price. But for my first experience. It was enjoyable.",iF3yMJpIro4TphlECAHEcg
The Coconut Club,the-coconut-club-singapore,"Small but cute place. Made it at 2:30 pm right before they close. No queue on a weekday. Food came out pretty fast. Service was pretty good for Singapore. Make sure to bring cash just in case their machine is still broken!The traditional teh ($2.50) was good.The iced lemongrass was pretty much ice water with lots of sugar infused with a hint of lemongrass. I found it too sweet and not that flavourful.The nasi lemak ($12) was pretty standard. The rice was not that rich or creamy. More on the dry side I found. Not that flavourful but can still taste the subtle hint of coconut. The sambal was really spicy but alittle sweet. The fried egg was done okay. Runny yolk and not overcooked.The chicken was good with very flavourful batter. I really liked the crunch. It was not dry inside.The sotong ($15) was cooked well. Not tough. Very spicy but delicious.Food overall was good, but as expected in eating out in Singapore, prices were steep.Up to you to decide if it's worth it to pay this much for air conditioning and a cleaner environment compared to the cheaper more traditional hawkers with almost the same quality. Maybe it's nice to experience this just once.",823Dnvcl40ilhKcixVfTkA
The Coconut Club,the-coconut-club-singapore,"This is my go to place for delicious nasi lemak. The rice is really infused with coconut flavor and is not overly strong. The flavor also does not taste synthetic like some other places. I will suggest to just get the nasi lemak and maybe a lemongrass drink. That is light and refreshing. The nasi lemak comes with sambal (not too sweet or spicy), fried egg with runny yolk (not all the time), cucumber, crunchy ikan bilis and peanuts and two pieces of fried chicken. The fried chicken is yummy, the best thing next to the rice. The side dishes are ok, not that special or fantastic to warrant the prices. Same for the desserts. It gets crowded fast, so you will only be seated if everyone is your group is there.",Q1oMmm7tKPOzA7_gqcV4zg
The Coconut Club,the-coconut-club-singapore,"Great reputation - certainly lives up to the billing - though the pricing is appropriate for a trendy spot in Chinatown.  Nasi lemak of course, and great otak otak.  Some delicious desserts too!",UVUIi0q38pAvsfuEEppe0Q
The Coconut Club,the-coconut-club-singapore,"Great place for nasi lemak! It is more expensive (S$12.80) than what you would pay for nasi lemak at other places, but I think it's well worth it for the quality of the food and the pleasant, air-conditioned environment.Food:- Nasi lemak: The restaurant offers this as their only entree, and it doesn't disappoint. The chicken was juicy and tender, while the sambal was delicious with just a bit of a kick. I thought the flavors mixed together very well and I couldn't stop eating it. You can also ask for more rice as well!- Sambal sotong: This dish was basically chopped squid in the sambal sauce. Was a bit pricey and I wasn't a huge fan of the taste, so I would recommend just sticking with the Nasi lemak.Service:I showed up at 7pm on a Saturday and the restaurant was pretty full, but it only took about 10min for us to get a table inside. The waitress was quite funny and also took the time to explain the menu to us in detail. The inside of the restaurant is quite nice and not too crowded, which made for a good dining experience overall.Price: $$Though more expensive that most nasi lemak places, still pretty reasonable at S$12.80 for the basic plate. I found this pretty filling, especially given that you can add more rice.",yUyX5ImYidUOt_Dt7qLhWg
The Coconut Club,the-coconut-club-singapore,"Seriously the best Nasi Lemak in Singapore!Yes, it will cost you more than a hawker meal, but each part of this dish - the chicken, the ikon billis, the peanuts, coconut rice - is done with attention to  ingredients and preparation.AND, you get to sit inside :)They have recently moved to a larger space, so perhaps the wait lines will be shorter? Nothing to complain about here, just a warning if you are short on time.Enjoy!",Z1yy2pa7G3JB7JWJfmeg2A
The Coconut Club,the-coconut-club-singapore,"Best Nasi Lemak this side of the causeway. You know those restaurants that do just one dish, but do it phenomenally well? This is one of those places. Runny egg, tender chicken, amazing rich flavourful rice. Each ingredient comes together perfectly on a plate of affordable joy.",4-S7_R9du3GsIT7AwAv9ww
The Coconut Club,the-coconut-club-singapore,"Overhyped and overpriced. Average rice, chicken portion is big, but taste is ok.Otah is extremely salty! And overpriced (10$ for one)Interior is nice, looks more like an Instagram trendy brunch spot than a place for authentic nasi lemak.Chendol is good though!Long wait time, we came before it opened though so only waited 15min.",eSDnr1izHXa8SW2zLASupA
The Coconut Club,the-coconut-club-singapore,"I was very disappointed with the service and the clam dish I ordered. I came for a late lunch and half the restaurant was empty but it took a while to get seated and get my order in. The server was very apathetic and obviously didn't want to be there. I figured it was because I looked like a tourist. We ordered Nasi Lemak and a spicy clam dish. Warning, do not order the clams. They served unopened clams and I asked the waitress if it was edible and she just stared blankly and walked away. I didn't want to take the risk because I was on vacation but a quarter of the clams were unopened. Please do no serve food that is inedible. Nasi Lemak was the only good dish here. It is more expensive than any other place. The flavors were unique and the chicken wasn't too dry.",u5FxG3p2FjWNFAmHA_mDQw
The Coconut Club,the-coconut-club-singapore,"Everything is so sub-standard. Rice is not fragrant, chilli not strong nor sweet,  peanut not roasted enough, except chicken is quite nicely fried. Ordered otah and turned up lukewarm. We asked to heat it up, took another 8 mins and still lukewarm. For $12.90 this nasi lemak is not worth the money except if you considered being in aircon room. Most staff has a no smile approach, some even just lazily hang around waiting for the junior staff to do all the work. Too eager to clear and basically hygiene wise, is bad cause the staff just take the tissue from table across my plate where I am still eating. What if something dropped from the tissue then my plate of food is contaminated.",mIKHVcE8GAH-RsUBXaT5jw
The Coconut Club,the-coconut-club-singapore,"The Coconut Club6 Ann Siang HillSingaporeNasi Lemak in air conditioned shop house.Very good nasi lemak even though I'm not a nasi lemak fan.Ikan bilis are crispy yet not hard. For chicken it is only chicken thigh, no other choice. Comes with sambal.For fish today it is selar fish. It has just the right texture. Not overcooked like it so often is at Hawker stalls. Black sauce with onions and chilli is so good.Kueh salat has a strong taste of I can't quite make out what (coconut?). Not as good as Chalk Farm's.Chendol has a lot of gula melaka. Okay, not great.Ice lemongrass drink. Not nice.",ij3UcrQUXl7YBoBTcH89rQ
The Coconut Club,the-coconut-club-singapore,"Tourist trap, did not get my simple order right. Food was blah. Long lines combined with less than average service landed the club with a single star.",V8IdJrMScpaevjRK7_Iiuw
The Coconut Club,the-coconut-club-singapore,"Despite the price tag and what I thought would be too hipster to be good, I was pleasantly surprised by the quality of the food at The Coconut Club! Of course, I still thought it was utterly overpriced, but for a nice restaurant in Club Street with a/c and yummy food? Aiight, I'll pay for it.I went on a Friday night and got a seat right away which is a nice change for Club Street that's always bustling and with people spilling onto the street. Service was fairly prompt, and it would have been nice to have the specials on the board instead of me having to ask if the menu was all there is to it and then the server then filling in the gaps on their specials of the day.I ordered the nasi lemak (of course) and the sayur lemak (which is apparently the less creamy version of sayur lodeh - it certainly tasted that way too) which was one of the specials. The nasi lemak came out looking delicious! The rice was coconut-y and fragrant, the egg was a nice oozy crisp, the ikan bilis was fried without being too hard, the chilli was a little too much on the spicy side (and just not as delicious as the one at Adam Road) and the chicken was glorious. The chicken was a full thigh and drumstick, was marinated in this delicious marinade (lots of local herbs - lemongrass and the like) and fried to juicy perfection. Yum. The sayur lemak had a really good broth - possibly ikan bilis? I made the unfortunate mistake of mixing all the chilli into it and ended up sniffling my way through my meal although it was really quite delicious. Although they also serve alcohol, my dining companion and I both got the lemongrass tea which was serviceable.This was all-in-all a very satisfying meal, and although I might still return to Adam Road for my nasi lemak fix (at a much lower price point too), I wouldn't say no to anyone asking me to get nasi lemak if I were ever in the Club Street area.",cCZpMsB_EXkMyn_OvQbdEA
The Coconut Club,the-coconut-club-singapore,"Too expensive. Chilli was sub par. Chicken was too dry. The Ikan bilis was ok. The only good thing was otak otak.However unlike most other restaurants in Singapore, customer service was great.",7SLDxelnkFfnC-1YgNOg9g
The Coconut Club,the-coconut-club-singapore,Amazing!  I find myself looking forward to this every time I head back to Singapore.It is as close to home made Nasi Lemak as you can find outside.The only thing is they are only open for lunch...,M1HpNkE5rJt2JSm3r3xcSA
The Coconut Club,the-coconut-club-singapore,"Absolutely delicious nasi lemak, with friendly and generous servers that are sensitive to food preferences. Best meal we've had in Singapore so far in every way.",9m3A90buck4EzdpBidATfQ
Jing Hua Xiao Chi,jing-hua-xiao-chi-singapore,"On a hot day in Singapore, I decided to venture out into the world, barely avoiding heat stroke. To be honest, I wasn't that hungry but I didn't want to let a minute go to waste since I don't make it to SG that often. I was staying in Chinatown and had arrived earlier that day, so I figured I would eat close to my hotel in case the sun became too much.Chinatown is full of shops and dumplings. Unfortunately, it is also full of tourists.I did my best to avoid tourists and found a small dumpling shop hidden behind a construction zone. I figure the construction zone is not usual because the the shop, Jing Hua Xiao Chi, had been featured multiple times on various ""Best Dumplings"" lists. Okay, so it wasn't the hidden gem I was hoping for but it was definitely not riddled with tourists and that was good enough for me!The walls were red and tastefully (pun intended) decorated with photos of dumplings. Overall the shop was small and fairly empty. I didn't spot a single tourist out of the three groups that were in the restaurant. The staff was nice and sat me quickly and a menu and ordering pad were waiting for me at the table.I was running short on cash and Jing Hua didn't take cards (for the amount I spent.) Fortunately, the dumplings weren't too expensive. After entering the shop, I immediately looked at the menu to see what drinks they had. I needed something refreshing after a short walk that seemed to take an eternity. I noticed they had a Mango Juice on the menu for $3 ($2.20 USD) and I went for it. It was more than I would prefer to spend on a drink but this kind of stuff goes for $10 in California, plus I was desperate.I wanted to check every box on the menu but remembered the minimal cash I had in my wallet and decided to go with the classic Xiao Long Bao for $8 ($5.88 USD) an honest steal compared to SF prices. I've had many a Xiao Long Bao and part of me wanted to try one of the pan fried dumplings, but alas, I decided to play it safe and go with a fan favorite.The Mango Juice was just what I needed. It was refreshing and slightly thick. If it wasn't made of real mango it certainly had me fooled. There was an odd touch of rose water but it grew on me and I downed the whole thing pretty much before the dumplings came. I don't even like mango, but I liked this.Not long after the Mango Juice arrived, a plate of steaming-hot dumplings was placed right in front of me. I was so excited but slightly nervous because I didn't want to be disappointed by this apparently-famous dumpling house. The classic soy/vinegar dumpling sauce was already on the table so I poured myself a saucer-full and placed a single dumpling into the saucer to soak and cool a bit.What happened next was incredible. The dumpling was still hot but I couldn't wait any longer. I put it in my mouth and felt the soup flow in my mouth as I chewed. It was a mix of soy, vinegar, pork juices and sesame. I think the sesame part was pretty unique but maybe that's just how they do it in Singapore. Whatever the reason, I am happy they discovered this combination of flavors because it was a true delight and I would definitely go back.I wolfed down the seven dumplings, walked up to the front of the shop and paid. In case it wasn't clear, I was one happy customer.If you spend enough money, they take Visa. Pay at the front.Total Cost: $13.30 ($9.77 USD)21 Neil RdSingaporeThis post is copy and pasted from my blog of solo travels and solo reviews",ZPK5D5avam3JDdZRsDq_xQ
Jing Hua Xiao Chi,jing-hua-xiao-chi-singapore,"I had the steamed pork dumplings and zha jing noodles. Dumplings were fine, but the noodles where uninspiring and looked and tasted like someone justed scoop something out of a pot that has been sitting all day on  a pile of noodles.",uHP1YPHuqyQ8wAXvAYofrg
Jing Hua Xiao Chi,jing-hua-xiao-chi-singapore,"I can't believe I just recently discovered Jing Hua restaurant. I never walk along this side of Neil Road but one Sunday in search of food or anything even open worth trying around this area, I stumbled upon Jing Hua. It was open, air conditioned, and there wasn't a crowd so I thought I'd give it a try.I was surprised at the number of Yelp reviews mostly raving about Jing Hua. I cracked up as I read through a number of the reviews while ordering and eating my meal. I especially cracked up at Ida's review as there was a twist to the ending where she ordered all that food for herself! I did the same and didn't feel bad about it after seeing her review, haha.The xiao long bao are very good. On par with DTF I'd say. I really enjoyed my hot and sour noodle soup. It's just like regular hot and sour soup but with a nice thick udon-y noodle to help balance out soup with some carbs.The lotus pancake was awesome also. Not the healthiest as it's deep fried but the skin was crispy to perfection and the lotus inside was subtly sweet and added a good gooey texture to go with the crispy skin. I took half home for breakfast the next morning and although not as good fresh, it was still semi-crispy and enjoyable.I'll be back Jing Hua!",hRMpQlJQDObCpNSJ1qd_fA
Jing Hua Xiao Chi,jing-hua-xiao-chi-singapore,Meh. Was better back when it was Qun Zhong. Dumpling skins could have been frozen. Service was so so. Better at hawker stands right up street.,DQmOsTD5NPx5mXwEqb82LQ
Jing Hua Xiao Chi,jing-hua-xiao-chi-singapore,Eh. So mediocre omg. Nothing authentic of this place. What a disappointment. Noodles were like the frozen kind? I don't know. Spinach dish is very boring. Vegetarian dumpling was ok. Xiao long bao is not good not authentic and a bit pricy for what it is at 8sgd for 7 pieces.,0gBy-cIXe0DQKhFjifu68Q
